review_name,review_name_url,review_short_review,review_short_review_url,review_place_and_date,review_full_review,review_rating,review_rating_url
Keitha Gregory,https://www.amazon.com/gp/profile/amzn1.account.AHXO4ABHWBABZXAQSR4IVQNRWIGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Gets the job done,https://www.amazon.com/gp/customer-reviews/R20BGAFOLREFQW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on January 9, 2020",Cheap and effective for small crafts.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R20BGAFOLREFQW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Rene,https://www.amazon.com/gp/profile/amzn1.account.AEE4KEF43BEZT5WB7J5T373NSACA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"It is ok, for smaller projects and crafts. Drags to heat up",https://www.amazon.com/gp/customer-reviews/R1E9Q671BFKK1W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on June 19, 2017","For the price, you get what you paid for. It takes more than 2min to heat up and the glue still takes a while to come out. I had an old glue gun that sorked better than this, same size, diff brand.",3.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1E9Q671BFKK1W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Greeneyes,https://www.amazon.com/gp/profile/amzn1.account.AEQKQWPOTS6CREI3RFDJWQ4GKC6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Easy to use,https://www.amazon.com/gp/customer-reviews/RPEKYNAJIR1F4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on August 1, 2019","so thrilled i have my own glue gun, easy to use very light and durable.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RPEKYNAJIR1F4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Vanna_Fay,https://www.amazon.com/gp/profile/amzn1.account.AEZOKFH76JWZQBS32WLIBFSUJ4KQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good for little projects.,https://www.amazon.com/gp/customer-reviews/R2VGUCTVE6QSGB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on September 19, 2019","For the price, its great. Just wish it had a power indicator.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2VGUCTVE6QSGB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
D. Burke,https://www.amazon.com/gp/profile/amzn1.account.AHVNATXAWPO3OKX5DMFIUDNWCISA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great glue gun!,https://www.amazon.com/gp/customer-reviews/R3CS5AZGOI4CJJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 23, 2019",Perfect glue gun for small projects!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3CS5AZGOI4CJJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Rebecca Westby,https://www.amazon.com/gp/profile/amzn1.account.AH3XGC6FVVSSJWNJ7E3ZX7FUTX7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Easy to use!,https://www.amazon.com/gp/customer-reviews/R38987J1O3QNBX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 10, 2019",Great little hot glue gun for crafting!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R38987J1O3QNBX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Jacklyn and Eduardo,https://www.amazon.com/gp/profile/amzn1.account.AEPYUENIUNAYL3XJALZUVBR3OZJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works great,https://www.amazon.com/gp/customer-reviews/R1VWN8SEFTUIZ1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 23, 2020",Love it,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1VWN8SEFTUIZ1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Rahul,https://www.amazon.com/gp/profile/amzn1.account.AGJ3OOOZZT75RDZQWTU44CRHOEXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good buy,https://www.amazon.com/gp/customer-reviews/R1VALOH3D7J1MH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 10, 2019",Very nice good fr craft lovers beginners,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1VALOH3D7J1MH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Butterfiyl0ve,https://www.amazon.com/gp/profile/amzn1.account.AEVFSOXELIEKCP3IQXNKFB4YZMWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Amazing,https://www.amazon.com/gp/customer-reviews/R1PHKLWAOLEXR3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on March 7, 2019",This gun is so nice because its light n so easy to use it does its job thank u,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1PHKLWAOLEXR3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AFNNTQB6JCC4DFDN4SH6YE2QX4YA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,It does get hot. Beware. Lol,https://www.amazon.com/gp/customer-reviews/RNM339F1B3JIP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 29, 2019",First one! Works great on everything!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RNM339F1B3JIP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Donna P. Howard,https://www.amazon.com/gp/profile/amzn1.account.AFLLRCYN64YFCXKA7RFXWWALY6TQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Glue Gun,https://www.amazon.com/gp/customer-reviews/RY1F9AIXZHIL6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 7, 2018",Allows me to attach a lot of things in my arts n' crafts projects. lightweight and easy to use.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RY1F9AIXZHIL6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Lindsay,https://www.amazon.com/gp/profile/amzn1.account.AHEJEN5LRHLN7JSY3QW5CNC3IWVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,no complaints,https://www.amazon.com/gp/customer-reviews/R2PHPKX7WF2LDN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 22, 2020",As described,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2PHPKX7WF2LDN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Victoria P.,https://www.amazon.com/gp/profile/amzn1.account.AHNRG3CWARA43U7A7APVWPPUAW5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works as expected,https://www.amazon.com/gp/customer-reviews/R3V3Q6PPD2X378/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 29, 2019",It's a great little glue gun!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3V3Q6PPD2X378/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Marian F.,https://www.amazon.com/gp/profile/amzn1.account.AFGCJPH3QIJL5SMFG26BU4PFPXSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,So so,https://www.amazon.com/gp/customer-reviews/R25V62VURNAVLQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 25, 2019",Doesn't get real hot. Glue sticks have to be pushed down. Messy.,3.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R25V62VURNAVLQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Dainielle J Brown,https://www.amazon.com/gp/profile/amzn1.account.AG6BOVKJ4RFTRNLLP6MZISATDR3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Love ot,https://www.amazon.com/gp/customer-reviews/RXBURVHD7HPRL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on March 23, 2020",I love it,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RXBURVHD7HPRL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Brian,https://www.amazon.com/gp/profile/amzn1.account.AGGK5GNXJFN4EDWZQ237R7V47NLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Cheap and it works great,https://www.amazon.com/gp/customer-reviews/R3FOBYSD75Q1Z1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 27, 2018",Inexpensive and it works great. I use it for small things and to secure blades into my hockey stick.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3FOBYSD75Q1Z1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AH3A56J3MEMUUDOYB6EIMFLHAWFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great,https://www.amazon.com/gp/customer-reviews/RB1Q3YIIX2GMN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on October 5, 2019",This is an awesome banner and looks exactly like the photos.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RB1Q3YIIX2GMN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Christine,https://www.amazon.com/gp/profile/amzn1.account.AFONTSKERN44V4M7H3ZIWZOAWIFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Durable and great price,https://www.amazon.com/gp/customer-reviews/RZ1E2IF1QLOXB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 11, 2019",Easy to use and a great price!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RZ1E2IF1QLOXB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AHTK4IIPNTOBPEIENF22DXGHFPFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Four Stars,https://www.amazon.com/gp/customer-reviews/R3TM4XC7VQQ1FV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on May 29, 2018",Just what I was looking for,4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3TM4XC7VQQ1FV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Sage,https://www.amazon.com/gp/profile/amzn1.account.AEFBFRSLYARRI7CX7WXKPGG4YO7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Small but good,https://www.amazon.com/gp/customer-reviews/R23I3BC4U04LG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 23, 2019",Perfect for what we needed it for.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R23I3BC4U04LG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Esmeralda bernal,https://www.amazon.com/gp/profile/amzn1.account.AFTWH2YRFM4KWVKTHJHKVTDI33UQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,My fav,https://www.amazon.com/gp/customer-reviews/R228EPFKM2C6Z8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 27, 2019",Its so easy to use it,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R228EPFKM2C6Z8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Eli Guzmán,https://www.amazon.com/gp/profile/amzn1.account.AEQGVA4N2EAJGSBLBMQTRGYQB2RQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Excelente,https://www.amazon.com/gp/customer-reviews/R1CWNB9Q50MWJ3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 12, 2020",Muy práctico,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1CWNB9Q50MWJ3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Valerie,https://www.amazon.com/gp/profile/amzn1.account.AFMRQB2EBQYUOMPVPQBABUG4OV5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Does the job!,https://www.amazon.com/gp/customer-reviews/R2F8UK0KTBTUKN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 24, 2019",Great price for a great glue gun!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2F8UK0KTBTUKN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Bubbly,https://www.amazon.com/gp/profile/amzn1.account.AHKMR5GZJHUVDG46NFY75SXHLSJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Small but effective!!,https://www.amazon.com/gp/customer-reviews/R37IO9FUKXBU51/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 17, 2019",Works perfectly & a great price!!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R37IO9FUKXBU51/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Shannon,https://www.amazon.com/gp/profile/amzn1.account.AE6LBDBIAAY5LOVGHP3K6QQITIEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great for tight spaces,https://www.amazon.com/gp/customer-reviews/RD73RQ1F8A0U0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 10, 2020",Worked great!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RD73RQ1F8A0U0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Yaritza,https://www.amazon.com/gp/profile/amzn1.account.AESTWWOSY65T32766TXABKMSH7CA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Bien,https://www.amazon.com/gp/customer-reviews/R1XNOIL47LTKVL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 19, 2019",Siempre encostó en casa por mis hijos,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1XNOIL47LTKVL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Mike Hill,https://www.amazon.com/gp/profile/amzn1.account.AH3LZ4K535W3R5I22TYKJAOELO4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works good,https://www.amazon.com/gp/customer-reviews/RTQAD2Y7OJR1I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 4, 2019",Works good and good price at around $5,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RTQAD2Y7OJR1I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
BARBARA F KNIGHT,https://www.amazon.com/gp/profile/amzn1.account.AH7DDXYHON6DE2AVA6YWY6VZE52A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good value,https://www.amazon.com/gp/customer-reviews/R2CYI94Q3WI1AG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 22, 2019",Good glue gun for the money.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2CYI94Q3WI1AG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Carole Currey,https://www.amazon.com/gp/profile/amzn1.account.AFWLVLI6UESJIXPYJAJC4BFUNSCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Glue gun,https://www.amazon.com/gp/customer-reviews/R1TENY9XBZS83R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on February 9, 2020",My daughter likes it,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1TENY9XBZS83R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
LJackson,https://www.amazon.com/gp/profile/amzn1.account.AGREPKMMOLKDUHBTUGMA2LFIAG7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Perfect,https://www.amazon.com/gp/customer-reviews/R3303XL4J13UUV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 1, 2020",Works great!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3303XL4J13UUV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
DP,https://www.amazon.com/gp/profile/amzn1.account.AEWD56FC7TGN7V5LT7LKGMVHMN5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Glue does not hold,https://www.amazon.com/gp/customer-reviews/R29WFD99YC8ZY8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on October 16, 2018","Gun is OK, but glue sticks are a complete waste. They don't hold the most tiny item; as soon as it is glued together, it falls apart.",3.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R29WFD99YC8ZY8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Alfredo Mendoza,https://www.amazon.com/gp/profile/amzn1.account.AFT5CUVJZJYCVC2FNC2K4LIWOUWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,A+,https://www.amazon.com/gp/customer-reviews/RFIEXP6WUZLW6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on February 6, 2020",Greate for the price,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RFIEXP6WUZLW6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AFKJTQG63EZYEWMPJFK64YORUYTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Perfect,https://www.amazon.com/gp/customer-reviews/R126NWUXSBOBF5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on March 19, 2019",This product met my expectations. Plus it was a good product for the money i paid.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R126NWUXSBOBF5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
D's wife,https://www.amazon.com/gp/profile/amzn1.account.AGQDPUCKSLEDV7Z2NMAV7POV7TMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works Great,https://www.amazon.com/gp/customer-reviews/R1GRZDFNJG23JV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on September 24, 2019",It melts the glue stick and works like a charm!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1GRZDFNJG23JV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Robert Greene Jr,https://www.amazon.com/gp/profile/amzn1.account.AE7IQW7R6Q6CWFK447DYMNE7NDEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,it works,https://www.amazon.com/gp/customer-reviews/R1SBXJ15GEJ7NF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 3, 2020",great product,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1SBXJ15GEJ7NF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Susan,https://www.amazon.com/gp/profile/amzn1.account.AECIUBJO4LW74BZU5VEZI2TQJEXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great size,https://www.amazon.com/gp/customer-reviews/R28APELFYMGRMP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 9, 2018",Wanted for fun little craft projects. Arrived and is as described. Looks very easy to use,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R28APELFYMGRMP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
sis,https://www.amazon.com/gp/profile/amzn1.account.AG5IWB67AVR2BBCQKJMRS65BV26Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,this little glue gun is great for me easy to use this stick,https://www.amazon.com/gp/customer-reviews/RILV55W7LSH2I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on January 16, 2018",this little glue gun is great for me easy to use this stick great,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RILV55W7LSH2I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
AutumnRedFoxx,https://www.amazon.com/gp/profile/amzn1.account.AFJS7QDPVPIGU2D2ZAE4ZPOPQU5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great buy! Heats fast,https://www.amazon.com/gp/customer-reviews/R2RT3H4UA21TYW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on August 8, 2018",This gun was a great buy. Heats up in a few minutes if that and you're ready to go. Definitely recommend.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2RT3H4UA21TYW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AFOBQ4TSBTB2RDYSC2WWHLFPTVKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Could use a better safety stand,https://www.amazon.com/gp/customer-reviews/R1U6SYUKT7Y4OS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on May 20, 2017",It is cheap and it works. Could use a better safety stand.,4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1U6SYUKT7Y4OS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Yin,https://www.amazon.com/gp/profile/amzn1.account.AECG5RFO7ELOQ54VRESFFH5334VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Es muy buena.,https://www.amazon.com/gp/customer-reviews/RZQW2BRESMK5A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on October 23, 2019",Todo me.agrada me hace la vida mas facil,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RZQW2BRESMK5A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Shohrat Charybayev,https://www.amazon.com/gp/profile/amzn1.account.AG22FQCGHSSVSID7RDZ3RNTE4P3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Super,https://www.amazon.com/gp/customer-reviews/R2NSU7TXUKPCFL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 23, 2020",Super,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2NSU7TXUKPCFL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Sherry S.,https://www.amazon.com/gp/profile/amzn1.account.AEC742W3L7RK5VBGSZUZEVQT2MRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great value,https://www.amazon.com/gp/customer-reviews/R2DC6GUYSRRQJS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on February 23, 2020",Heats up quickly.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2DC6GUYSRRQJS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
MS Selena J Cisneros,https://www.amazon.com/gp/profile/amzn1.account.AGLSU77LVVCMJZSCTRC33UDKCDIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Perfect for small projects,https://www.amazon.com/gp/customer-reviews/RWG77J1E8ANYT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 4, 2019",Works great for small craft projects.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RWG77J1E8ANYT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Giovanny Giuseppe Demarqui,https://www.amazon.com/gp/profile/amzn1.account.AHWG56VEH6J3KFQ4H26KSKG2SBIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,great,https://www.amazon.com/gp/customer-reviews/R2A2PG86RCLE7Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on March 19, 2020",good one.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2A2PG86RCLE7Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
SbuppyBird and Me,https://www.amazon.com/gp/profile/amzn1.account.AGR752AZ6EHYR5EBCA754HY36SPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great little glue gun,https://www.amazon.com/gp/customer-reviews/R3D8HGNL4NCOSJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on August 13, 2019",Great little glue gun. Easy to use and very inexpensive.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3D8HGNL4NCOSJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
